"category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"Metabolism","Amino acid metabolism","hsa00260","Glycine, serine and threonine metabolism","30/5171","41/9418",0.731707317073171,1.33266670125607,2.35543826296152,0.012623978630628,0.0318922768335355,0.0318922768335355,"BPGM/AGXT2/DMGDH/SHMT2/ALDH7A1/SHMT1/PIPOX/AMT/AGXT/PGAM1/ALAS1/CTH/GRHPR/SARDH/PHGDH/DLD/GLYCTK/GATM/MAOB/GLDC/MAOA/GCSH/GCAT/PSPH/SDSL/PSAT1/SRR/CHDH/BHMT/GAMT",30
"Human Diseases","Infectious disease: viral","hsa05170","Human immunodeficiency virus 1 infection","134/5171","214/9418",0.626168224299065,1.14044717394094,2.29315816457858,0.0126799480266568,0.0318922768335355,0.0318922768335355,"GNG4/GNGT2/NFATC2/PLCG2/CCR5/PTK2/FADD/MAP2K6/KRAS/LIMK2/CUL5/BAK1/NFKBIA/PIK3R1/MAP2K3/CASP8/TAB2/AP1S2/LIMK1/PPP3CC/NFKB1/SKP1/MAPK8/PIK3CD/DDB1/PRKCG/MAP2K2/CUL4B/BAX/BID/AKT2/PIK3CB/TAB1/AP1S1/RIPK1/MAPK13/GNGT1/MAPK10/CHUK/CDK1/CGAS/TNFRSF1A/PAK3/ITPR1/RBX1/TRADD/FASLG/RAC3/AP1M1/SAMHD1/TRAF5/BCL2L1/JUN/PIK3R2/GNAQ/CCNB1/MTOR/CALM1/MAPK3/IKBKG/PAK2/MAPK14/PIK3R3/ITPR2/RAF1/NRAS/RAC1/PAK4/AKT1/GNAI3/ITPR3/CALM3/GNB2/GNAI2/TBK1/PRKCA/GNG10/TRAF2/NFATC3/IRF3/MAP2K7/MAP3K7/PDIA3/CYCS/FAS/MAP2K1/FBXW11/PPP3R1/DCAF1/GNG12/RPS6KB1/PXN/ATM/STING1/CUL4A/CD3E/GNAO1/TAPBPL/CCNB2/GNAI1/MAPK1/CUL1/ELOC/GNG5/BTRC/GNG7/AP1G1/GNA11/CFL2/GNB1/FOS/CHEK1/PTK2B/ATR/PIK3CA/AP1M2/PPP3CA/CALR/CALML5/ELOB/CALML4/RPS6KB2/PAK1/GNB4/AP1B1/CFL1/CRKL/AP1G2/WEE1/CRK/IRAK4/GNB5/TRIM5/AP1S3",134
"Organismal Systems","Immune system","hsa04670","Leukocyte transendothelial migration","76/5171","116/9418",0.655172413793103,1.19327282790629,2.31107506473693,0.0126844282860652,0.0318922768335355,0.0318922768335355,"CLDN15/ITGAL/RAP1A/PLCG2/ITGAM/CLDN3/PTK2/MYL2/ROCK1/CLDN1/CDC42/RAPGEF3/ITGB1/CTNNA2/PIK3R1/ITGA4/MYL10/VAV2/PIK3CD/RHOH/PRKCG/VASP/CLDN9/CLDN24/PIK3CB/F11R/MAPK13/PTPN11/ITK/EZR/BCAR1/ARHGAP35/AFDN/PIK3R2/CTNNA3/ARHGAP5/MAPK14/PIK3R3/VAV3/CLDN18/RHOA/PECAM1/RAC1/VCAM1/MYL12B/GNAI3/GNAI2/RAP1B/MYL5/PRKCA/ACTN1/CLDN7/CYBA/ROCK2/CTNNB1/CLDN14/CTNNA1/RASSF5/PXN/NCF2/CLDN16/GNAI1/ACTB/CD99L2/CLDN2/PTK2B/PIK3CA/ICAM1/CLDN23/ACTG1/VCL/SIPA1/MYL12A/ACTN4/CTNND1/RAPGEF4",76
"Organismal Systems","Endocrine system","hsa04920","Adipocytokine signaling pathway","48/5171","70/9418",0.685714285714286,1.24889908003426,2.30629779163111,0.0135034362329434,0.0337107060567097,0.0337107060567097,"ACSL5/PRKAG2/NFKBIE/ACACB/PRKAG1/CPT1A/CPT1B/NFKBIA/NFKB1/MAPK8/STAT3/AKT2/G6PC3/RXRA/PCK2/PTPN11/MAPK10/PRKAA1/CHUK/TNFRSF1A/ACSL3/SLC2A4/ACSL1/TRADD/IRS1/PPARGC1A/CAMKK2/IRS2/STK11/MTOR/LEP/IKBKG/AKT1/JAK2/TRAF2/ACSL6/RXRG/PRKAB2/ACSL4/ADIPOR2/ADIPOR1/G6PC1/APPL1/SLC2A1/PPARA/NFKBIB/CD36/LEPR",48
"Human Diseases","Cancer: overview","hsa05202","Transcriptional misregulation in cancer","126/5171","201/9418",0.626865671641791,1.14171744256863,2.24093347959075,0.0145854532034714,0.0361554896311405,0.0361554896311405,"SMAD1/HDAC1/ITGAM/IL6/NFKBIZ/CD86/ETV4/PTK2/MAX/JUP/H3-5/CXCL8/DDB2/FUT8/CEBPB/BAK1/KMT2A/NR4A3/H3C1/KDM6A/ZBTB17/HHEX/TSPAN7/NFKB1/ATF1/RUNX2/REL/H3C12/JMJD1C/HMGA2/DOT1L/CEBPA/NUPR1/ELK4/BAX/H3-3A/SIN3A/POLK/RXRA/GADD45B/ETV6/SS18/MYC/CDK9/H3C2/H3-3B/MAF/TGFBR2/SIX1/FUS/ETV5/H3C10/ASPSCR1/DDX5/CDKN1A/CCNA1/BCL2L1/KLF3/AFF1/FOXO1/MYCN/CCNT1/DUSP6/BMI1/PBX3/SIX4/H3C3/PAX5/TCF3/NCOR1/BIRC2/BMP2K/H3C4/IL1R2/MET/RXRG/CCNA2/IL2RB/RARA/CDKN2C/SPINT1/IGF1R/ATM/CDKN1B/SS18L1/NSD2/PML/SUPT3H/TFE3/MEN1/TRAF1/BCL6/PDGFA/BCL2A1/HOXA10/PAX8/LYL1/H3-4/SP1/RUNX1/MLLT3/MEF2C/PER2/MDM2/CCNT2/CD14/EYA1/IGF1/ZEB1/EWSR1/GRIA3/ETV1/H3C11/PBX1/PPARG/H3C13/HPGD/MEIS1/H3C6/ID2/CDK14/COMMD3-BMI1/GADD45A/LDB1/PROM1/ZBTB16",126
"Environmental Information Processing","Signal transduction","hsa04371","Apelin signaling pathway","90/5171","140/9418",0.642857142857143,1.17084288753212,2.24717120108763,0.0147513850657717,0.0363111017003612,0.0363111017003612,"GNG4/GNGT2/PIK3R4/LIPE/PRKAG2/PRKAG1/MYL2/SPHK2/KRAS/ADCY5/RRAS2/NRF1/ADCY10/MYLK/MYLK4/RRAS/BECN2/PRKACB/MYL4/MEF2B/SMAD2/GNA13/MAP2K2/AKT2/AGTR1/TFAM/GNGT1/CAMK4/PRKAA1/MAP1LC3A/HDAC5/ITPR1/BORCS8-MEF2B/NOS3/ADCY9/PIK3C3/PPARGC1A/CCND1/GNAQ/SMAD3/ADCY1/MTOR/CALM1/MAPK3/EGR1/ITPR2/RAF1/NRAS/MEF2A/AKT1/GNAI3/ITPR3/CALM3/GNB2/GNAI2/PLCB4/GNG10/SMAD4/SERPINE1/PRKAB2/NOS2/MAP2K1/GNG12/RPS6KB1/GNAI1/PLCB1/MAPK1/HDAC4/GNG5/GNG7/MRAS/GNB1/PLIN1/MEF2C/PDE3B/MEF2D/SPHK1/MAP1LC3B/CCN2/SLC9A1/CALML5/CALML4/RPS6KB2/GNB4/SLC8A3/PRKCE/GNB5/CDH1/TGFBR1/RPS6",90
"Cellular Processes","Transport and catabolism","hsa04136","Autophagy - other","24/5171","32/9418",0.75,1.36598336878747,2.28822374626163,0.0156747286734013,0.03831600342387,0.03831600342387,"PIK3R4/ATG10/ATG101/ATG7/GABARAPL2/BECN2/ATG3/RPTOR/ATG4C/ATG9B/PIK3C3/PPP2CB/MTOR/ATG16L1/ATG5/ATG4D/MLST8/GABARAPL1/ATG2B/ATG2A/ATG4A/GABARAP/WIPI2/WIPI1",24
"Environmental Information Processing","Signal transduction","hsa04392","Hippo signaling pathway - multiple species","22/5171","29/9418",0.758620689655172,1.38168432704939,2.27141285888105,0.0166428357371538,0.0404019184791595,0.0404019184791595,"YAP1/RASSF4/WWC1/AJUBA/DCHS1/TEAD4/STK3/NF2/WWTR1/CSNK1E/RASSF2/LATS2/RASSF6/FRMD6/SAV1/FAT4/LIMD1/MOB1A/DCHS2/TEAD1/TEAD2/PAK1",22
"Environmental Information Processing","Signal transduction","hsa04340","Hedgehog signaling pathway","39/5171","56/9418",0.696428571428571,1.26841312815979,2.22287925178261,0.0172313562390708,0.0415440917544721,0.0415440917544721,"SMURF1/SPOP/CSNK1G3/IHH/ARRB2/PRKACB/HHAT/ARRB1/CDON/MOSMO/PTCH1/SUFU/GAS1/MEGF8/SMURF2/CCND1/IQCE/CSNK1E/GRK2/MGRN1/SPOPL/KIF3A/GLI3/SMO/FBXW11/LRP2/SHH/DISP1/CUL1/BTRC/CSNK1A1/CUL3/CSNK1G2/GPR161/PTCH2/GSK3B/CSNK1G1/GLI1/CSNK1D",39
"Metabolism","Amino acid metabolism","hsa00220","Arginine biosynthesis","18/5171","23/9418",0.782608695652174,1.4253739500391,2.25366229887208,0.0181284884313371,0.0434097137947665,0.0434097137947665,"ASS1/GOT1/GLS/NOS3/ASL/OTC/ARG1/GLUL/GOT2/NOS2/GPT2/NAGS/CPS1/ABHD14A-ACY1/ARG2/CAD/GPT/GLUD1",18
"Human Diseases","Cancer: specific types","hsa05224","Breast cancer","94/5171","148/9418",0.635135135135135,1.1567787087029,2.12119452412632,0.0201736486372486,0.0479805697318346,0.0479805697318346,"BRCA1/FGF19/KRAS/SHC1/DDB2/ARAF/BAK1/PIK3R1/AXIN1/WNT5B/PIK3CD/MAP2K2/BAX/AKT2/APC/PIK3CB/DLL4/POLK/SOS2/AXIN2/GADD45B/FZD9/FZD4/NOTCH1/MYC/LRP5/E2F1/NCOA3/LEF1/WNT2B/CDKN1A/WNT5A/LRP6/GRB2/CCND1/JUN/FGF1/PIK3R2/HEY2/MTOR/WNT10B/MAPK3/FZD5/PIK3R3/RAF1/NRAS/PTEN/AKT1/E2F3/DVL1/FZD3/NCOA1/HEYL/FZD7/ESR2/EGFR/CTNNB1/MAP2K1/RB1/BRAF/FGF21/FRAT1/DVL2/IGF1R/RPS6KB1/FGF7/WNT8B/TCF7L1/FZD1/MAPK1/NOTCH2/SOS1/CSNK1A1/SP1/TCF7/CDK4/FOS/WNT11/PIK3CA/FGF8/BRCA2/TCF7L2/FGF2/IGF1/ERBB2/NFKB2/TNFSF11/CDK6/ESR1/RPS6KB2/GSK3B/GADD45A/SHC2/HES1",94
"Organismal Systems","Nervous system","hsa04724","Glutamatergic synapse","75/5171","116/9418",0.646551724137931,1.17757186964437,2.12332961947857,0.0204888833926134,0.0484032681489927,0.0484032681489927,"GNG4/GNGT2/GRIK1/SLC17A7/ADCY5/GRM8/PPP3CC/GRIN1/PRKACB/TRPC1/PRKCG/GRIK4/CACNA1D/LZTS3/PLA2G4C/GRIA4/GNAS/GNGT1/NCDN/GLS/HOMER2/ITPR1/SLC38A2/HOMER1/DLGAP1/SLC1A1/ADCY9/GRM5/GNAQ/ADCY1/MAPK3/GRK2/ITPR2/SHANK2/GLUL/CACNA1C/GNAI3/ITPR3/GNB2/GNAI2/PLCB4/PRKCA/GNG10/GRIA2/SLC1A7/SLC17A8/PPP3R1/SLC1A2/GNG12/GRIN2D/PLD1/PLA2G4F/GRIK2/SLC1A3/GNAO1/GRM3/GNAI1/PLA2G4A/PLCB1/GRM7/GRIA1/MAPK1/PLA2G4E/GNG5/GNG7/SLC38A3/GNB1/SHANK3/GRIA3/PPP3CA/GNB4/KCNJ3/SLC38A1/GNB5/DLG4",75
"Metabolism","Amino acid metabolism","hsa00380","Tryptophan metabolism","30/5171","42/9418",0.714285714285714,1.30093654170235,2.15671716736777,0.0211729626770377,0.0496858857487817,0.0496858857487817,"KMO/ACMSD/DLST/EHHADH/TPH2/ACAT1/ALDH3A2/ALDH7A1/KYAT3/GCDH/ALDH2/AFMID/AADAT/HADHA/ALDH9A1/KYNU/CYP1A1/DLD/HADH/CYP1A2/MAOB/CAT/DDC/AOX1/MAOA/HAAO/ALDH1B1/ECHS1/IDO2/KYAT1",30
