código;study;sample_acc;experiment_acc;submission_acc;submission_center;submission_lab;study_title;study_abstract;study_description;experiment_title;design_description;sample_description;library_name;library_strategy;library_source;library_selection;library_layout;paired_nominal_length;paired_nominal_stdev;library_construction_protocol;platform_model;sample_attributes;experiment_attributes;spot_length;sample_name;amostra;tratamento;replicada biológica;sample_bases;sample_spots;run_published;size;run_total_bases;run_total_spots;num_reads;num_spots;read_info;run_alias;run_center_name;run_broker_name;run_center
SRR5808274;SRP111173;SRS2339231;SRX2986868;SRA584316;GEO;;Transcriptional Consequences of XPA Disruption in Human Cell Lines;Purpose: Nucleotide excision repair (NER) in mammalian cells requires the xeroderma pigmentosum group A protein (XPA) as a core factor. Remarkably, XPA and other NER proteins have been detected by chromatin immunoprecipitation at some active promoters, and NER deficiency is reported to influence the activated transcription of selected genes. However, the global influence of XPA on transcription in human cells has not been determined. Methods: We analyzed the human transcriptome by RNA sequencing (RNA-Seq). Four genetically matched human cell line pairs deficient or proficient in XPA were analyzed Results: Of the ~14,000 genes transcribed in each cell line, 325 genes (2%) had a significant XPA-dependent directional change in gene expression that was common to all four pairs (with a false discovery rate of 0.05). These genes were enriched in pathways for the maintenance of mitochondria. Only 27 genes were different by more than 1.5-fold. The most significant hits were AKR1C1 and AKR1C2, involved in steroid hormone metabolism. AKR1C2  protein was lower in all of the immortalized XPA-deficient cells. Retinoic acid treatment led to modest XPA-dependent activation of some genes with transcription-related functions. Conclusions: We conclude that XPA status does not globally influence human gene transcription. However, XPA significantly influences expression of a small subset of genes important for mitochondrial functions and steroid hormone metabolism. The results may help explain defects in neurological function and sterility in individuals with xeroderma pigmentosum. Overall design: Eight cell lines were used as follows. For HeLa-derived cells, HeLa S3 (XPA+, two cultures), HeLa KO38 (XPA-), and HeLa KO142 (XPA-), XPA2OS (XPA-). A fibroblast cell pair was XP2OS (XPA-) and an XPA complemented clone XPA/XPA2OS (XPA+). A second fibroblast cell pair was XP12RO (XPA-) and an XPA complemented clone XPA/XPA12RO (XPA+). Each culture was treated with a DMSO control or with retinoic acid in DMSO. Independent cultures and libraries were prepared and analyzed in triplicate, for a total of 48 samples.;;"GSM2695263: XPA/XP12RO_RA_2; Homo sapiens; RNA-Seq";;;;RNA-Seq;TRANSCRIPTOMIC;cDNA;paired;;;HeLa cells were pelleted by centrifugation. The fibroblast cells were harvested with a cell scraper, centrifuged (1500 rpm = 485 x g, for 5 min at 4 ºC) and washed once with PBS. The pellets were quick-frozen and stored at -80 ºC. RNA was extracted from pellets using a QIAGEN RNA isolation kit for a qPCR assay. Libraries were prepared using the Illumina TruSeq stranded mRNA kit according to the manufacturer’s protocol, except that eight PCR amplification cycles were used. ;Illumina HiSeq 2000;"retionoic acid treatment;;10 micromolar, 7 hr|source_name;;skin fibroblasts, SV40-immortalized|xpa function;;active, complemented with XPA gene";"GEO Accession;;GSM2695263";;GSM2695263;XPA/XP12RO;RA;2;2843863500;18959090;2017-07-09 11:08:16;1773834479;2843863500;18959090;2;18959090;index:0,count:18959090,average:75,stdev:0|index:1,count:18959090,average:75,stdev:0;GSM2695263_r1;;;
SRR5808275;SRP111173;SRS2339232;SRX2986869;SRA584316;GEO;;Transcriptional Consequences of XPA Disruption in Human Cell Lines;Purpose: Nucleotide excision repair (NER) in mammalian cells requires the xeroderma pigmentosum group A protein (XPA) as a core factor. Remarkably, XPA and other NER proteins have been detected by chromatin immunoprecipitation at some active promoters, and NER deficiency is reported to influence the activated transcription of selected genes. However, the global influence of XPA on transcription in human cells has not been determined. Methods: We analyzed the human transcriptome by RNA sequencing (RNA-Seq). Four genetically matched human cell line pairs deficient or proficient in XPA were analyzed Results: Of the ~14,000 genes transcribed in each cell line, 325 genes (2%) had a significant XPA-dependent directional change in gene expression that was common to all four pairs (with a false discovery rate of 0.05). These genes were enriched in pathways for the maintenance of mitochondria. Only 27 genes were different by more than 1.5-fold. The most significant hits were AKR1C1 and AKR1C2, involved in steroid hormone metabolism. AKR1C2  protein was lower in all of the immortalized XPA-deficient cells. Retinoic acid treatment led to modest XPA-dependent activation of some genes with transcription-related functions. Conclusions: We conclude that XPA status does not globally influence human gene transcription. However, XPA significantly influences expression of a small subset of genes important for mitochondrial functions and steroid hormone metabolism. The results may help explain defects in neurological function and sterility in individuals with xeroderma pigmentosum. Overall design: Eight cell lines were used as follows. For HeLa-derived cells, HeLa S3 (XPA+, two cultures), HeLa KO38 (XPA-), and HeLa KO142 (XPA-), XPA2OS (XPA-). A fibroblast cell pair was XP2OS (XPA-) and an XPA complemented clone XPA/XPA2OS (XPA+). A second fibroblast cell pair was XP12RO (XPA-) and an XPA complemented clone XPA/XPA12RO (XPA+). Each culture was treated with a DMSO control or with retinoic acid in DMSO. Independent cultures and libraries were prepared and analyzed in triplicate, for a total of 48 samples.;;"GSM2695264: XPA/XP12RO_RA_3; Homo sapiens; RNA-Seq";;;;RNA-Seq;TRANSCRIPTOMIC;cDNA;paired;;;HeLa cells were pelleted by centrifugation. The fibroblast cells were harvested with a cell scraper, centrifuged (1500 rpm = 485 x g, for 5 min at 4 ºC) and washed once with PBS. The pellets were quick-frozen and stored at -80 ºC. RNA was extracted from pellets using a QIAGEN RNA isolation kit for a qPCR assay. Libraries were prepared using the Illumina TruSeq stranded mRNA kit according to the manufacturer’s protocol, except that eight PCR amplification cycles were used. ;Illumina HiSeq 2000;"retionoic acid treatment;;10 micromolar, 7 hr|source_name;;skin fibroblasts, SV40-immortalized|xpa function;;active, complemented with XPA gene";"GEO Accession;;GSM2695264";;GSM2695264;XPA/XP12RO;RA;3;2538286200;16921908;2017-07-09 11:08:16;1629449293;2538286200;16921908;2;16921908;index:0,count:16921908,average:75,stdev:0|index:1,count:16921908,average:75,stdev:0;GSM2695264_r1;;;
SRR5808276;SRP111173;SRS2339233;SRX2986870;SRA584316;GEO;;Transcriptional Consequences of XPA Disruption in Human Cell Lines;Purpose: Nucleotide excision repair (NER) in mammalian cells requires the xeroderma pigmentosum group A protein (XPA) as a core factor. Remarkably, XPA and other NER proteins have been detected by chromatin immunoprecipitation at some active promoters, and NER deficiency is reported to influence the activated transcription of selected genes. However, the global influence of XPA on transcription in human cells has not been determined. Methods: We analyzed the human transcriptome by RNA sequencing (RNA-Seq). Four genetically matched human cell line pairs deficient or proficient in XPA were analyzed Results: Of the ~14,000 genes transcribed in each cell line, 325 genes (2%) had a significant XPA-dependent directional change in gene expression that was common to all four pairs (with a false discovery rate of 0.05). These genes were enriched in pathways for the maintenance of mitochondria. Only 27 genes were different by more than 1.5-fold. The most significant hits were AKR1C1 and AKR1C2, involved in steroid hormone metabolism. AKR1C2  protein was lower in all of the immortalized XPA-deficient cells. Retinoic acid treatment led to modest XPA-dependent activation of some genes with transcription-related functions. Conclusions: We conclude that XPA status does not globally influence human gene transcription. However, XPA significantly influences expression of a small subset of genes important for mitochondrial functions and steroid hormone metabolism. The results may help explain defects in neurological function and sterility in individuals with xeroderma pigmentosum. Overall design: Eight cell lines were used as follows. For HeLa-derived cells, HeLa S3 (XPA+, two cultures), HeLa KO38 (XPA-), and HeLa KO142 (XPA-), XPA2OS (XPA-). A fibroblast cell pair was XP2OS (XPA-) and an XPA complemented clone XPA/XPA2OS (XPA+). A second fibroblast cell pair was XP12RO (XPA-) and an XPA complemented clone XPA/XPA12RO (XPA+). Each culture was treated with a DMSO control or with retinoic acid in DMSO. Independent cultures and libraries were prepared and analyzed in triplicate, for a total of 48 samples.;;"GSM2695265: XP2OS_DMSO_1; Homo sapiens; RNA-Seq";;;;RNA-Seq;TRANSCRIPTOMIC;cDNA;paired;;;HeLa cells were pelleted by centrifugation. The fibroblast cells were harvested with a cell scraper, centrifuged (1500 rpm = 485 x g, for 5 min at 4 ºC) and washed once with PBS. The pellets were quick-frozen and stored at -80 ºC. RNA was extracted from pellets using a QIAGEN RNA isolation kit for a qPCR assay. Libraries were prepared using the Illumina TruSeq stranded mRNA kit according to the manufacturer’s protocol, except that eight PCR amplification cycles were used. ;Illumina HiSeq 2000;"retionoic acid treatment;;none|source_name;;skin fibroblasts, SV40-immortalized|xpa function;;inactive";"GEO Accession;;GSM2695265";;GSM2695265;XP2OS;DMSO;1;2844224550;18961497;2017-07-09 11:08:16;1824642638;2844224550;18961497;2;18961497;index:0,count:18961497,average:75,stdev:0|index:1,count:18961497,average:75,stdev:0;GSM2695265_r1;;;
SRR5808277;SRP111173;SRS2339234;SRX2986871;SRA584316;GEO;;Transcriptional Consequences of XPA Disruption in Human Cell Lines;Purpose: Nucleotide excision repair (NER) in mammalian cells requires the xeroderma pigmentosum group A protein (XPA) as a core factor. Remarkably, XPA and other NER proteins have been detected by chromatin immunoprecipitation at some active promoters, and NER deficiency is reported to influence the activated transcription of selected genes. However, the global influence of XPA on transcription in human cells has not been determined. Methods: We analyzed the human transcriptome by RNA sequencing (RNA-Seq). Four genetically matched human cell line pairs deficient or proficient in XPA were analyzed Results: Of the ~14,000 genes transcribed in each cell line, 325 genes (2%) had a significant XPA-dependent directional change in gene expression that was common to all four pairs (with a false discovery rate of 0.05). These genes were enriched in pathways for the maintenance of mitochondria. Only 27 genes were different by more than 1.5-fold. The most significant hits were AKR1C1 and AKR1C2, involved in steroid hormone metabolism. AKR1C2  protein was lower in all of the immortalized XPA-deficient cells. Retinoic acid treatment led to modest XPA-dependent activation of some genes with transcription-related functions. Conclusions: We conclude that XPA status does not globally influence human gene transcription. However, XPA significantly influences expression of a small subset of genes important for mitochondrial functions and steroid hormone metabolism. The results may help explain defects in neurological function and sterility in individuals with xeroderma pigmentosum. Overall design: Eight cell lines were used as follows. For HeLa-derived cells, HeLa S3 (XPA+, two cultures), HeLa KO38 (XPA-), and HeLa KO142 (XPA-), XPA2OS (XPA-). A fibroblast cell pair was XP2OS (XPA-) and an XPA complemented clone XPA/XPA2OS (XPA+). A second fibroblast cell pair was XP12RO (XPA-) and an XPA complemented clone XPA/XPA12RO (XPA+). Each culture was treated with a DMSO control or with retinoic acid in DMSO. Independent cultures and libraries were prepared and analyzed in triplicate, for a total of 48 samples.;;"GSM2695266: XP2OS_DMSO_2; Homo sapiens; RNA-Seq";;;;RNA-Seq;TRANSCRIPTOMIC;cDNA;paired;;;HeLa cells were pelleted by centrifugation. The fibroblast cells were harvested with a cell scraper, centrifuged (1500 rpm = 485 x g, for 5 min at 4 ºC) and washed once with PBS. The pellets were quick-frozen and stored at -80 ºC. RNA was extracted from pellets using a QIAGEN RNA isolation kit for a qPCR assay. Libraries were prepared using the Illumina TruSeq stranded mRNA kit according to the manufacturer’s protocol, except that eight PCR amplification cycles were used. ;Illumina HiSeq 2000;"retionoic acid treatment;;none|source_name;;skin fibroblasts, SV40-immortalized|xpa function;;inactive";"GEO Accession;;GSM2695266";;GSM2695266;XP2OS;DMSO;2;3178382250;21189215;2017-07-09 11:08:16;2049066286;3178382250;21189215;2;21189215;index:0,count:21189215,average:75,stdev:0|index:1,count:21189215,average:75,stdev:0;GSM2695266_r1;;;
SRR5808278;SRP111173;SRS2339235;SRX2986872;SRA584316;GEO;;Transcriptional Consequences of XPA Disruption in Human Cell Lines;Purpose: Nucleotide excision repair (NER) in mammalian cells requires the xeroderma pigmentosum group A protein (XPA) as a core factor. Remarkably, XPA and other NER proteins have been detected by chromatin immunoprecipitation at some active promoters, and NER deficiency is reported to influence the activated transcription of selected genes. However, the global influence of XPA on transcription in human cells has not been determined. Methods: We analyzed the human transcriptome by RNA sequencing (RNA-Seq). Four genetically matched human cell line pairs deficient or proficient in XPA were analyzed Results: Of the ~14,000 genes transcribed in each cell line, 325 genes (2%) had a significant XPA-dependent directional change in gene expression that was common to all four pairs (with a false discovery rate of 0.05). These genes were enriched in pathways for the maintenance of mitochondria. Only 27 genes were different by more than 1.5-fold. The most significant hits were AKR1C1 and AKR1C2, involved in steroid hormone metabolism. AKR1C2  protein was lower in all of the immortalized XPA-deficient cells. Retinoic acid treatment led to modest XPA-dependent activation of some genes with transcription-related functions. Conclusions: We conclude that XPA status does not globally influence human gene transcription. However, XPA significantly influences expression of a small subset of genes important for mitochondrial functions and steroid hormone metabolism. The results may help explain defects in neurological function and sterility in individuals with xeroderma pigmentosum. Overall design: Eight cell lines were used as follows. For HeLa-derived cells, HeLa S3 (XPA+, two cultures), HeLa KO38 (XPA-), and HeLa KO142 (XPA-), XPA2OS (XPA-). A fibroblast cell pair was XP2OS (XPA-) and an XPA complemented clone XPA/XPA2OS (XPA+). A second fibroblast cell pair was XP12RO (XPA-) and an XPA complemented clone XPA/XPA12RO (XPA+). Each culture was treated with a DMSO control or with retinoic acid in DMSO. Independent cultures and libraries were prepared and analyzed in triplicate, for a total of 48 samples.;;"GSM2695267: XP2OS_DMSO_3; Homo sapiens; RNA-Seq";;;;RNA-Seq;TRANSCRIPTOMIC;cDNA;paired;;;HeLa cells were pelleted by centrifugation. The fibroblast cells were harvested with a cell scraper, centrifuged (1500 rpm = 485 x g, for 5 min at 4 ºC) and washed once with PBS. The pellets were quick-frozen and stored at -80 ºC. RNA was extracted from pellets using a QIAGEN RNA isolation kit for a qPCR assay. Libraries were prepared using the Illumina TruSeq stranded mRNA kit according to the manufacturer’s protocol, except that eight PCR amplification cycles were used. ;Illumina HiSeq 2000;"retionoic acid treatment;;none|source_name;;skin fibroblasts, SV40-immortalized|xpa function;;inactive";"GEO Accession;;GSM2695267";;GSM2695267;XP2OS;DMSO;3;2544870300;16965802;2017-07-09 11:08:16;1635288698;2544870300;16965802;2;16965802;index:0,count:16965802,average:75,stdev:0|index:1,count:16965802,average:75,stdev:0;GSM2695267_r1;;;
SRR5808279;SRP111173;SRS2339236;SRX2986873;SRA584316;GEO;;Transcriptional Consequences of XPA Disruption in Human Cell Lines;Purpose: Nucleotide excision repair (NER) in mammalian cells requires the xeroderma pigmentosum group A protein (XPA) as a core factor. Remarkably, XPA and other NER proteins have been detected by chromatin immunoprecipitation at some active promoters, and NER deficiency is reported to influence the activated transcription of selected genes. However, the global influence of XPA on transcription in human cells has not been determined. Methods: We analyzed the human transcriptome by RNA sequencing (RNA-Seq). Four genetically matched human cell line pairs deficient or proficient in XPA were analyzed Results: Of the ~14,000 genes transcribed in each cell line, 325 genes (2%) had a significant XPA-dependent directional change in gene expression that was common to all four pairs (with a false discovery rate of 0.05). These genes were enriched in pathways for the maintenance of mitochondria. Only 27 genes were different by more than 1.5-fold. The most significant hits were AKR1C1 and AKR1C2, involved in steroid hormone metabolism. AKR1C2  protein was lower in all of the immortalized XPA-deficient cells. Retinoic acid treatment led to modest XPA-dependent activation of some genes with transcription-related functions. Conclusions: We conclude that XPA status does not globally influence human gene transcription. However, XPA significantly influences expression of a small subset of genes important for mitochondrial functions and steroid hormone metabolism. The results may help explain defects in neurological function and sterility in individuals with xeroderma pigmentosum. Overall design: Eight cell lines were used as follows. For HeLa-derived cells, HeLa S3 (XPA+, two cultures), HeLa KO38 (XPA-), and HeLa KO142 (XPA-), XPA2OS (XPA-). A fibroblast cell pair was XP2OS (XPA-) and an XPA complemented clone XPA/XPA2OS (XPA+). A second fibroblast cell pair was XP12RO (XPA-) and an XPA complemented clone XPA/XPA12RO (XPA+). Each culture was treated with a DMSO control or with retinoic acid in DMSO. Independent cultures and libraries were prepared and analyzed in triplicate, for a total of 48 samples.;;"GSM2695268: XP2OS_RA_1; Homo sapiens; RNA-Seq";;;;RNA-Seq;TRANSCRIPTOMIC;cDNA;paired;;;HeLa cells were pelleted by centrifugation. The fibroblast cells were harvested with a cell scraper, centrifuged (1500 rpm = 485 x g, for 5 min at 4 ºC) and washed once with PBS. The pellets were quick-frozen and stored at -80 ºC. RNA was extracted from pellets using a QIAGEN RNA isolation kit for a qPCR assay. Libraries were prepared using the Illumina TruSeq stranded mRNA kit according to the manufacturer’s protocol, except that eight PCR amplification cycles were used. ;Illumina HiSeq 2000;"retionoic acid treatment;;10 micromolar, 7 hr|source_name;;skin fibroblasts, SV40-immortalized|xpa function;;inactive";"GEO Accession;;GSM2695268";;GSM2695268;XP2OS;RA;1;3399082350;22660549;2017-07-09 11:08:16;2185682221;3399082350;22660549;2;22660549;index:0,count:22660549,average:75,stdev:0|index:1,count:22660549,average:75,stdev:0;GSM2695268_r1;;;
SRR5808280;SRP111173;SRS2339237;SRX2986874;SRA584316;GEO;;Transcriptional Consequences of XPA Disruption in Human Cell Lines;Purpose: Nucleotide excision repair (NER) in mammalian cells requires the xeroderma pigmentosum group A protein (XPA) as a core factor. Remarkably, XPA and other NER proteins have been detected by chromatin immunoprecipitation at some active promoters, and NER deficiency is reported to influence the activated transcription of selected genes. However, the global influence of XPA on transcription in human cells has not been determined. Methods: We analyzed the human transcriptome by RNA sequencing (RNA-Seq). Four genetically matched human cell line pairs deficient or proficient in XPA were analyzed Results: Of the ~14,000 genes transcribed in each cell line, 325 genes (2%) had a significant XPA-dependent directional change in gene expression that was common to all four pairs (with a false discovery rate of 0.05). These genes were enriched in pathways for the maintenance of mitochondria. Only 27 genes were different by more than 1.5-fold. The most significant hits were AKR1C1 and AKR1C2, involved in steroid hormone metabolism. AKR1C2  protein was lower in all of the immortalized XPA-deficient cells. Retinoic acid treatment led to modest XPA-dependent activation of some genes with transcription-related functions. Conclusions: We conclude that XPA status does not globally influence human gene transcription. However, XPA significantly influences expression of a small subset of genes important for mitochondrial functions and steroid hormone metabolism. The results may help explain defects in neurological function and sterility in individuals with xeroderma pigmentosum. Overall design: Eight cell lines were used as follows. For HeLa-derived cells, HeLa S3 (XPA+, two cultures), HeLa KO38 (XPA-), and HeLa KO142 (XPA-), XPA2OS (XPA-). A fibroblast cell pair was XP2OS (XPA-) and an XPA complemented clone XPA/XPA2OS (XPA+). A second fibroblast cell pair was XP12RO (XPA-) and an XPA complemented clone XPA/XPA12RO (XPA+). Each culture was treated with a DMSO control or with retinoic acid in DMSO. Independent cultures and libraries were prepared and analyzed in triplicate, for a total of 48 samples.;;"GSM2695269: XP2OS_RA_2; Homo sapiens; RNA-Seq";;;;RNA-Seq;TRANSCRIPTOMIC;cDNA;paired;;;HeLa cells were pelleted by centrifugation. The fibroblast cells were harvested with a cell scraper, centrifuged (1500 rpm = 485 x g, for 5 min at 4 ºC) and washed once with PBS. The pellets were quick-frozen and stored at -80 ºC. RNA was extracted from pellets using a QIAGEN RNA isolation kit for a qPCR assay. Libraries were prepared using the Illumina TruSeq stranded mRNA kit according to the manufacturer’s protocol, except that eight PCR amplification cycles were used. ;Illumina HiSeq 2000;"retionoic acid treatment;;10 micromolar, 7 hr|source_name;;skin fibroblasts, SV40-immortalized|xpa function;;inactive";"GEO Accession;;GSM2695269";;GSM2695269;XP2OS;RA;2;2669462850;17796419;2017-07-09 11:08:16;1669866578;2669462850;17796419;2;17796419;index:0,count:17796419,average:75,stdev:0|index:1,count:17796419,average:75,stdev:0;GSM2695269_r1;;;
SRR5808281;SRP111173;SRS2339238;SRX2986875;SRA584316;GEO;;Transcriptional Consequences of XPA Disruption in Human Cell Lines;Purpose: Nucleotide excision repair (NER) in mammalian cells requires the xeroderma pigmentosum group A protein (XPA) as a core factor. Remarkably, XPA and other NER proteins have been detected by chromatin immunoprecipitation at some active promoters, and NER deficiency is reported to influence the activated transcription of selected genes. However, the global influence of XPA on transcription in human cells has not been determined. Methods: We analyzed the human transcriptome by RNA sequencing (RNA-Seq). Four genetically matched human cell line pairs deficient or proficient in XPA were analyzed Results: Of the ~14,000 genes transcribed in each cell line, 325 genes (2%) had a significant XPA-dependent directional change in gene expression that was common to all four pairs (with a false discovery rate of 0.05). These genes were enriched in pathways for the maintenance of mitochondria. Only 27 genes were different by more than 1.5-fold. The most significant hits were AKR1C1 and AKR1C2, involved in steroid hormone metabolism. AKR1C2  protein was lower in all of the immortalized XPA-deficient cells. Retinoic acid treatment led to modest XPA-dependent activation of some genes with transcription-related functions. Conclusions: We conclude that XPA status does not globally influence human gene transcription. However, XPA significantly influences expression of a small subset of genes important for mitochondrial functions and steroid hormone metabolism. The results may help explain defects in neurological function and sterility in individuals with xeroderma pigmentosum. Overall design: Eight cell lines were used as follows. For HeLa-derived cells, HeLa S3 (XPA+, two cultures), HeLa KO38 (XPA-), and HeLa KO142 (XPA-), XPA2OS (XPA-). A fibroblast cell pair was XP2OS (XPA-) and an XPA complemented clone XPA/XPA2OS (XPA+). A second fibroblast cell pair was XP12RO (XPA-) and an XPA complemented clone XPA/XPA12RO (XPA+). Each culture was treated with a DMSO control or with retinoic acid in DMSO. Independent cultures and libraries were prepared and analyzed in triplicate, for a total of 48 samples.;;"GSM2695270: XP2OS_RA_3; Homo sapiens; RNA-Seq";;;;RNA-Seq;TRANSCRIPTOMIC;cDNA;paired;;;HeLa cells were pelleted by centrifugation. The fibroblast cells were harvested with a cell scraper, centrifuged (1500 rpm = 485 x g, for 5 min at 4 ºC) and washed once with PBS. The pellets were quick-frozen and stored at -80 ºC. RNA was extracted from pellets using a QIAGEN RNA isolation kit for a qPCR assay. Libraries were prepared using the Illumina TruSeq stranded mRNA kit according to the manufacturer’s protocol, except that eight PCR amplification cycles were used. ;Illumina HiSeq 2000;"retionoic acid treatment;;10 micromolar, 7 hr|source_name;;skin fibroblasts, SV40-immortalized|xpa function;;inactive";"GEO Accession;;GSM2695270";;GSM2695270;XP2OS;RA;3;2576928300;17179522;2017-07-09 11:08:16;1653152246;2576928300;17179522;2;17179522;index:0,count:17179522,average:75,stdev:0|index:1,count:17179522,average:75,stdev:0;GSM2695270_r1;;;
SRR5808282;SRP111173;SRS2339239;SRX2986876;SRA584316;GEO;;Transcriptional Consequences of XPA Disruption in Human Cell Lines;Purpose: Nucleotide excision repair (NER) in mammalian cells requires the xeroderma pigmentosum group A protein (XPA) as a core factor. Remarkably, XPA and other NER proteins have been detected by chromatin immunoprecipitation at some active promoters, and NER deficiency is reported to influence the activated transcription of selected genes. However, the global influence of XPA on transcription in human cells has not been determined. Methods: We analyzed the human transcriptome by RNA sequencing (RNA-Seq). Four genetically matched human cell line pairs deficient or proficient in XPA were analyzed Results: Of the ~14,000 genes transcribed in each cell line, 325 genes (2%) had a significant XPA-dependent directional change in gene expression that was common to all four pairs (with a false discovery rate of 0.05). These genes were enriched in pathways for the maintenance of mitochondria. Only 27 genes were different by more than 1.5-fold. The most significant hits were AKR1C1 and AKR1C2, involved in steroid hormone metabolism. AKR1C2  protein was lower in all of the immortalized XPA-deficient cells. Retinoic acid treatment led to modest XPA-dependent activation of some genes with transcription-related functions. Conclusions: We conclude that XPA status does not globally influence human gene transcription. However, XPA significantly influences expression of a small subset of genes important for mitochondrial functions and steroid hormone metabolism. The results may help explain defects in neurological function and sterility in individuals with xeroderma pigmentosum. Overall design: Eight cell lines were used as follows. For HeLa-derived cells, HeLa S3 (XPA+, two cultures), HeLa KO38 (XPA-), and HeLa KO142 (XPA-), XPA2OS (XPA-). A fibroblast cell pair was XP2OS (XPA-) and an XPA complemented clone XPA/XPA2OS (XPA+). A second fibroblast cell pair was XP12RO (XPA-) and an XPA complemented clone XPA/XPA12RO (XPA+). Each culture was treated with a DMSO control or with retinoic acid in DMSO. Independent cultures and libraries were prepared and analyzed in triplicate, for a total of 48 samples.;;"GSM2695271: XPA/XP2OS_DMSO_1; Homo sapiens; RNA-Seq";;;;RNA-Seq;TRANSCRIPTOMIC;cDNA;paired;;;HeLa cells were pelleted by centrifugation. The fibroblast cells were harvested with a cell scraper, centrifuged (1500 rpm = 485 x g, for 5 min at 4 ºC) and washed once with PBS. The pellets were quick-frozen and stored at -80 ºC. RNA was extracted from pellets using a QIAGEN RNA isolation kit for a qPCR assay. Libraries were prepared using the Illumina TruSeq stranded mRNA kit according to the manufacturer’s protocol, except that eight PCR amplification cycles were used. ;Illumina HiSeq 2000;"retionoic acid treatment;;none|source_name;;skin fibroblasts, SV40-immortalized|xpa function;;active, complemented with XPA gene";"GEO Accession;;GSM2695271";;GSM2695271;XPA/XP2OS;DMSO;1;3013645650;20090971;2017-07-09 11:08:16;1928348753;3013645650;20090971;2;20090971;index:0,count:20090971,average:75,stdev:0|index:1,count:20090971,average:75,stdev:0;GSM2695271_r1;;;
SRR5808283;SRP111173;SRS2339241;SRX2986877;SRA584316;GEO;;Transcriptional Consequences of XPA Disruption in Human Cell Lines;Purpose: Nucleotide excision repair (NER) in mammalian cells requires the xeroderma pigmentosum group A protein (XPA) as a core factor. Remarkably, XPA and other NER proteins have been detected by chromatin immunoprecipitation at some active promoters, and NER deficiency is reported to influence the activated transcription of selected genes. However, the global influence of XPA on transcription in human cells has not been determined. Methods: We analyzed the human transcriptome by RNA sequencing (RNA-Seq). Four genetically matched human cell line pairs deficient or proficient in XPA were analyzed Results: Of the ~14,000 genes transcribed in each cell line, 325 genes (2%) had a significant XPA-dependent directional change in gene expression that was common to all four pairs (with a false discovery rate of 0.05). These genes were enriched in pathways for the maintenance of mitochondria. Only 27 genes were different by more than 1.5-fold. The most significant hits were AKR1C1 and AKR1C2, involved in steroid hormone metabolism. AKR1C2  protein was lower in all of the immortalized XPA-deficient cells. Retinoic acid treatment led to modest XPA-dependent activation of some genes with transcription-related functions. Conclusions: We conclude that XPA status does not globally influence human gene transcription. However, XPA significantly influences expression of a small subset of genes important for mitochondrial functions and steroid hormone metabolism. The results may help explain defects in neurological function and sterility in individuals with xeroderma pigmentosum. Overall design: Eight cell lines were used as follows. For HeLa-derived cells, HeLa S3 (XPA+, two cultures), HeLa KO38 (XPA-), and HeLa KO142 (XPA-), XPA2OS (XPA-). A fibroblast cell pair was XP2OS (XPA-) and an XPA complemented clone XPA/XPA2OS (XPA+). A second fibroblast cell pair was XP12RO (XPA-) and an XPA complemented clone XPA/XPA12RO (XPA+). Each culture was treated with a DMSO control or with retinoic acid in DMSO. Independent cultures and libraries were prepared and analyzed in triplicate, for a total of 48 samples.;;"GSM2695272: XPA/XP2OS_DMSO_2; Homo sapiens; RNA-Seq";;;;RNA-Seq;TRANSCRIPTOMIC;cDNA;paired;;;HeLa cells were pelleted by centrifugation. The fibroblast cells were harvested with a cell scraper, centrifuged (1500 rpm = 485 x g, for 5 min at 4 ºC) and washed once with PBS. The pellets were quick-frozen and stored at -80 ºC. RNA was extracted from pellets using a QIAGEN RNA isolation kit for a qPCR assay. Libraries were prepared using the Illumina TruSeq stranded mRNA kit according to the manufacturer’s protocol, except that eight PCR amplification cycles were used. ;Illumina HiSeq 2000;"retionoic acid treatment;;none|source_name;;skin fibroblasts, SV40-immortalized|xpa function;;active, complemented with XPA gene";"GEO Accession;;GSM2695272";;GSM2695272;XPA/XP2OS;DMSO;2;3034527600;20230184;2017-07-09 11:08:16;1947209055;3034527600;20230184;2;20230184;index:0,count:20230184,average:75,stdev:0|index:1,count:20230184,average:75,stdev:0;GSM2695272_r1;;;
